Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
4,Female,White – British,0,True,5,[25],Residential,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,502.98,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,4,including Mainstream,['White - Central European'],Residential,False,False,False,
13,Male,White – British,0,True,15,[51],Kinship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,371.91,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,6,including Mainstream,['Black/Black British – African'],Kinship,False,False,False,
7,Trans Male,White – British,0,False,17,[52],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,636.33,True,N/A,7,N/A,12,including Mainstream,['White - Central European'],Short Term Foster,True,False,False,
12,Male,White – Other,0,True,13,[32],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,162.87,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,3,including Mainstream,['Unknown'],Adoption,True,False,False,
12,Male,Asian/British Asian – Pakistani,0,True,18,[35],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,908.14,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,4,including Mainstream,['Other Ethnic Group'],Long Term Foster,False,False,False,
8,Male,Asian/British Asian – Pakistani,0,False,10,[42],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,39.55,True,N/A,7,N/A,11,including Mainstream,['White – British'],Short Term Foster,False,False,False,
4,Trans Male,White - Central European,0,True,11,[32],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,588.97,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,16,including Mainstream,['White – British'],Residential,True,False,False,
0,Trans Female,White – British,0,True,13,[50],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,30.92,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,16,including Mainstream,['White - Eastern European'],Special Guardianship,True,False,False,
7,Trans Female,White – British,0,False,8,[52],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,False,760.68,True,N/A,3,N/A,11,including Mainstream,['Dual Heritage - Black/White'],Respite Foster,True,False,False,
13,Female,White – British,0,False,16,[44],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,565.6,False,N/A,4,N/A,3,including Mainstream,['White – Other'],Residential,False,True,False,
7,Male,White – British,0,False,12,[28],Kinship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],False,False,441.87,False,N/A,0,N/A,1,including Mainstream,['Asian/British Asian – Pakistani'],Kinship,False,False,False,
13,Male,White - Central European,0,True,14,[38],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,274.02,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,12,including Mainstream,['Roma'],Special Guardianship,False,False,False,
10,Female,White – British,0,True,17,[33],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,339.36,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,2,including Mainstream,['Asian/British Asian – Chinese'],Special Guardianship,False,False,False,
8,Female,White – Other,0,False,15,[36],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],False,True,173.54,True,N/A,0,N/A,4,including Mainstream,['Mixed - White/Asian'],Long Term Foster,False,False,False,
4,Female,White – British,0,True,11,[44],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,69.8,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,12,including Mainstream,['White – Other'],Long Term Foster,False,True,False,
10,Male,Asian/British Asian – Indian,0,False,12,[73],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,126.06,False,N/A,3,N/A,10,including Mainstream,['Unknown'],Long Term Foster,False,False,False,
3,Trans Female,Asian/British Asian – Bangladeshi,0,False,15,[57],Residential,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,476.61,False,N/A,5,N/A,1,including Mainstream,['Asian/British Asian – Other'],Residential,False,True,False,
6,Female,Asian/British Asian – Indian,0,True,18,[41],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,619.6,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,9,including Mainstream,['Asian/British Asian – Other'],Kinship,True,False,False,
13,Female,White – British,0,True,14,[66],Residential,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,557.98,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,3,including Mainstream,['Black/Black British – Other'],Residential,False,False,False,
4,Male,White – British,0,True,13,[28],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,690.27,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,10,including Mainstream,['White – Irish'],Short Term Foster,False,False,False,
13,Male,White – British,0,False,17,[31],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,False,77.47,False,N/A,4,N/A,6,including Mainstream,['Black/Black British – Caribbean'],Long Term Foster,False,False,False,
9,Trans Male,White – British,0,True,18,[65],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,745.38,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,11,including Mainstream,['Mixed – Other'],Emergency Foster,False,False,True,
11,Female,Asian/British Asian – Pakistani,0,False,13,[62],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,490.69,False,N/A,8,N/A,16,including Mainstream,['Mixed - White/Asian'],Emergency Foster,True,False,True,
15,Trans Female,White – British,0,True,16,[54],Special Guardianship,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,False,509.74,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,15,including Mainstream,['Roma'],Special Guardianship,True,False,True,
7,Female,Asian/British Asian – Pakistani,0,True,15,[36],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,154.93,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,13,including Mainstream,['White – British'],Long Term Foster,False,False,False,
15,Trans Male,White – British,0,False,18,[65],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,975.7,False,N/A,6,N/A,15,including Mainstream,['Mixed - White/Black Caribbean'],Emergency Foster,False,False,False,
0,Male,Asian/British Asian – Other,0,False,10,[45],Fostering - Emergency,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],False,False,605.83,False,N/A,0,N/A,8,including Mainstream,['Black/Black British – Other'],Emergency Foster,False,False,True,
15,Male,Asian/British Asian – Pakistani,0,True,18,[51],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,137.47,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,11,including Mainstream,['Unknown'],Adoption,False,False,False,
3,Female,Asian/British Asian – Pakistani,0,False,16,[33],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,648.92,True,N/A,8,N/A,6,including Mainstream,['Roma'],Long Term Foster,False,False,False,
14,Female,White – British,0,False,16,[68],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,333.66,False,N/A,2,N/A,7,including Mainstream,['White – Other'],Long Term Foster,False,True,False,
3,Male,Asian/British Asian – Pakistani,0,False,11,[49],Adoption,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,527.55,False,N/A,4,N/A,16,including Mainstream,['Asian/British Asian – Pakistani'],Adoption,False,False,False,
9,Trans Male,Asian/British Asian – Pakistani,0,False,14,[66],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,610.04,False,N/A,7,N/A,7,including Mainstream,['Refused'],Respite Foster,False,False,False,
16,Male,White – British,0,False,18,[41],Adoption,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],False,False,789.2,True,N/A,1,N/A,17,including Mainstream,['Gypsy'],Adoption,True,False,False,
7,Female,White – British,0,True,18,[39],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,729.01,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,17,including Mainstream,['Black/Black British – Caribbean'],Respite Foster,True,False,False,
7,Female,White – British,0,False,9,[32],Kinship,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,514.69,True,N/A,5,N/A,14,including Mainstream,['White – Other'],Kinship,False,False,False,
12,Male,White – British,0,True,14,[40],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,True,268.34,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,5,including Mainstream,['White – Other'],Adoption,False,False,False,
15,Trans Female,White – British,0,False,16,[54],Adoption,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,False,409.0,False,N/A,8,N/A,13,including Mainstream,['White - Eastern European'],Adoption,True,False,False,
11,Trans Male,White – British,0,False,13,[25],Adoption,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,615.38,False,N/A,1,N/A,9,including Mainstream,['White – Other'],Adoption,False,False,False,
13,Male,Asian/British Asian – Pakistani,0,True,17,[71],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,419.58,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,16,including Mainstream,['NULL'],Emergency Foster,False,True,False,
16,Non binary,White – British,0,False,17,[73],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,821.1,True,N/A,5,N/A,0,including Mainstream,['Traveller – Other'],Respite Foster,False,False,False,
6,Female,White – British,0,True,9,[45],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,False,481.93,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,15,including Mainstream,['Asian/British Asian – Chinese'],Special Guardianship,True,False,False,
8,Trans Female,White - Central European,0,True,16,[65],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,505.15,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,4,including Mainstream,['Traveller – Other'],Special Guardianship,False,False,False,
13,Male,Asian/British Asian – Indian,0,True,14,[62],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],False,False,244.96,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,5,including Mainstream,['Mixed - White/Black African'],Kinship,True,False,False,
15,Female,White – British,0,True,16,[30],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,68.19,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,0,including Mainstream,['Other Ethnic Group'],Residential,True,False,False,
11,Non binary,White - Eastern European,0,True,13,[27],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,247.61,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,2,including Mainstream,['Asian/British Asian – Indian'],Short Term Foster,True,True,False,
