Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
2,Female,White - British,0,TRUE,8,44,Kinship,3,1,28/10/2024 00:00,Allegation (S47),165,1,Male,TRUE,FALSE,9.96,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Special Guardianship,TRUE,FALSE,FALSE
13,Female,White - British,0,TRUE,17,53,Fostering - Short Term,0,1,12/02/2025 00:00,Carer requests placement end due to child's behaviour,39,1,Female,TRUE,TRUE,0.44,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,FALSE
4,Female,Asian/British Asian - Pakistani,0,FALSE,13,28,Kinship,1,1,03/03/2025 00:00,N/A,977,1,Male,TRUE,FALSE,3.28,FALSE,N/A,3,N/A,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,TRUE,FALSE
0,Male,White - British,0,TRUE,8,62,Kinship,5,1,30/08/2023 00:00,Carer requests placement end due to child's behaviour,432,1,Male,TRUE,TRUE,15.04,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Adoption,TRUE,FALSE,FALSE
14,Male,Asian/British Asian - Pakistani,0,TRUE,15,69,Kinship,3,1,09/04/2025 00:00,Allegation (S47),656,1,Female,TRUE,FALSE,2.39,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,FALSE
9,Male,Asian/British Asian - Pakistani,0,TRUE,13,34,Kinship,5,1,14/03/2024 00:00,Child requests placement end,183,1,Male,TRUE,TRUE,0.38,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,FALSE,FALSE,TRUE
10,Non binary,White - Other,0,TRUE,13,42,Fostering - Short Term,0,1,30/09/2025 00:00,Allegation (S47),828,1,Male,FALSE,FALSE,11.34,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,FALSE,FALSE,TRUE
4,Female,White - Other,0,FALSE,15,47,Kinship,3,1,05/06/2024 00:00,N/A,3,1,Trans Male,FALSE,TRUE,0.58,TRUE,N/A,0,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,TRUE
14,Female,Asian/British Asian - Pakistani,0,FALSE,18,35,Fostering - Long Term,1,1,11/11/2024 00:00,N/A,457,1,Male,TRUE,FALSE,5.74,TRUE,N/A,2,N/A,0,including Mainstream,Other Ethnic Group,Long Term Foster,FALSE,FALSE,FALSE
2,Male,White - British,0,TRUE,8,75,Fostering - Short Term,4,1,06/04/2024 00:00,Approval removed,572,1,Male,TRUE,TRUE,11,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,FALSE,FALSE,FALSE
7,Male,White - British,0,FALSE,14,74,Kinship,1,1,18/06/2024 00:00,N/A,661,1,Female,TRUE,TRUE,1.45,TRUE,N/A,2,N/A,0,including Mainstream,White - Other,Kinship,FALSE,TRUE,TRUE
2,Female,White - British,0,TRUE,8,30,Fostering - Short Term,5,1,11/08/2022 00:00,Carer requests placement end due to child's behaviour,234,1,Female,TRUE,FALSE,4.57,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Kinship,FALSE,FALSE,FALSE
17,Female,White - British,0,TRUE,18,55,Fostering - Long Term,6,1,05/02/2023 00:00,Child requests placement end,338,1,Non binary,TRUE,FALSE,8.63,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Long Term Foster,TRUE,TRUE,TRUE
1,Female,White - Other,0,TRUE,17,36,Kinship,7,1,12/05/2024 00:00,Allegation (S47),185,1,Trans Male,TRUE,TRUE,4.8,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,TRUE,FALSE,FALSE
10,Male,White - Eastern European,0,FALSE,11,71,Fostering - Short Term,2,1,09/03/2025 00:00,N/A,612,1,Non binary,TRUE,TRUE,3.59,TRUE,N/A,3,N/A,0,including Mainstream,Black/Black British - Other,Short Term Foster,TRUE,FALSE,FALSE
17,Female,White - British,0,TRUE,18,48,Fostering - Short Term,6,1,04/10/2024 00:00,Approval removed,157,1,Male,TRUE,TRUE,5.77,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Special Guardianship,FALSE,FALSE,FALSE
9,Female,White - British,0,TRUE,13,75,Kinship,1,1,10/03/2024 00:00,Allegation (S47),300,1,Trans Female,TRUE,FALSE,1.27,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,TRUE
10,Male,White - British,0,TRUE,12,53,Special Guardianship,4,1,05/01/2022 00:00,Child requests placement end,256,1,Male,TRUE,FALSE,3.61,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Special Guardianship,FALSE,FALSE,FALSE
10,Non binary,Other Ethnic Group,0,TRUE,15,57,Kinship,5,1,04/11/2022 00:00,Allegation (S47),860,1,Non binary,TRUE,FALSE,6,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Long Term Foster,FALSE,FALSE,FALSE
5,Female,White - British,0,TRUE,10,56,Fostering - Short Term,6,1,03/10/2025 00:00,Planned move to long-term fostering,680,1,Male,TRUE,TRUE,5.49,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,FALSE,TRUE
5,Male,White - British,0,TRUE,10,38,Kinship,7,1,24/11/2022 00:00,Planned move to long-term fostering,402,1,Male,TRUE,TRUE,4.01,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,FALSE,TRUE
2,Male,White - British,0,TRUE,11,57,Fostering - Short Term,7,1,20/02/2025 00:00,Carer requests placement end due to child's behaviour,701,1,Trans Female,TRUE,TRUE,1.19,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,FALSE
17,Male,White - British,0,FALSE,18,31,Kinship,7,1,09/05/2024 00:00,N/A,280,1,Trans Female,FALSE,FALSE,4.93,TRUE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
15,Female,Asian/British Asian - Pakistani,0,FALSE,18,71,Fostering - Emergency,2,1,30/07/2022 00:00,N/A,574,1,Male,TRUE,TRUE,0.25,FALSE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Emergency Foster,TRUE,FALSE,FALSE
12,Male,Asian/British Asian - Pakistani,0,TRUE,17,72,Fostering - Short Term,5,1,17/05/2024 00:00,Planned move to long-term fostering,138,1,Trans Female,TRUE,TRUE,9.24,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,FALSE,FALSE
17,Female,White - British,0,FALSE,18,69,Kinship,0,1,24/07/2025 00:00,N/A,68,1,Non binary,TRUE,TRUE,3.2,TRUE,N/A,8,N/A,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,TRUE
6,Male,Gypsy,0,FALSE,15,53,Residential,2,1,15/07/2025 00:00,N/A,761,1,Female,TRUE,TRUE,59.65,TRUE,N/A,2,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Residential,TRUE,FALSE,TRUE
17,Male,White - British,0,FALSE,18,42,Kinship,2,1,22/04/2022 00:00,N/A,356,1,Trans Female,TRUE,TRUE,2.08,TRUE,N/A,7,N/A,0,including Mainstream,Roma,Kinship,TRUE,TRUE,TRUE
11,Female,White - British,0,FALSE,14,50,Residential,2,1,23/06/2025 00:00,N/A,268,1,Male,TRUE,FALSE,23.02,FALSE,N/A,7,N/A,0,including Mainstream,White - British,Residential,FALSE,TRUE,TRUE
10,Trans Male,Asian/British Asian - Pakistani,0,FALSE,11,33,Kinship,5,1,01/08/2025 00:00,N/A,479,1,Female,TRUE,FALSE,4.05,FALSE,N/A,8,N/A,0,including Mainstream,Black/Black British - Other,Kinship,TRUE,TRUE,FALSE
15,Female,White - British,0,TRUE,18,42,Adoption,0,1,19/10/2024 00:00,Planned move to long-term fostering,441,1,Male,TRUE,FALSE,4.9,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Adoption,TRUE,FALSE,TRUE
9,Female,White - British,0,FALSE,11,66,Kinship,6,1,18/03/2023 00:00,N/A,150,1,Male,TRUE,FALSE,1.86,TRUE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,TRUE,FALSE
14,Female,Asian/British Asian - Bangladeshi,0,TRUE,17,45,Kinship,6,1,05/02/2022 00:00,Carer requests placement end due to child's behaviour,217,1,Male,FALSE,FALSE,14.15,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,TRUE,FALSE,FALSE
16,Female,Asian/British Asian - Pakistani,0,TRUE,17,65,Fostering - Short Term,6,1,02/04/2023 00:00,Approval removed,827,1,Trans Female,TRUE,FALSE,4.12,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Short Term Foster,TRUE,FALSE,TRUE
17,Male,Asian/British Asian - Pakistani,0,FALSE,18,63,Kinship,2,1,15/03/2024 00:00,N/A,1,1,Trans Female,TRUE,TRUE,2.41,FALSE,N/A,4,N/A,0,including Mainstream,White - Other,Kinship,FALSE,FALSE,FALSE
0,Male,White - British,0,TRUE,2,69,Fostering - Short Term,6,1,17/02/2024 00:00,Allegation (S47),559,1,Trans Female,TRUE,TRUE,1.55,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Short Term Foster,FALSE,TRUE,FALSE
11,Male,Asian/British Asian - Pakistani,0,TRUE,16,34,Fostering - Short Term,0,1,26/12/2022 00:00,Carer requests placement end due to child's behaviour,59,1,Male,TRUE,TRUE,2.82,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,FALSE,FALSE,TRUE
6,Trans Female,White - British,0,TRUE,17,35,Kinship,0,1,10/09/2022 00:00,Child requests placement end,329,1,Non binary,TRUE,TRUE,2.73,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,TRUE
12,Female,White - British,0,TRUE,13,49,Kinship,4,1,08/08/2024 00:00,Allegation (S47),717,1,Male,TRUE,TRUE,2.78,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Dual Heritage - Black/White,Kinship,TRUE,FALSE,TRUE
16,Trans Male,Asian/British Asian - Pakistani,0,FALSE,17,74,Residential,0,1,18/02/2025 00:00,N/A,109,1,Female,TRUE,FALSE,46.16,FALSE,N/A,7,N/A,0,including Mainstream,Other Ethnic Group,Residential,FALSE,TRUE,TRUE
17,Trans Male,Other Ethnic Group,0,TRUE,18,53,Fostering - Short Term,3,1,09/04/2025 00:00,Child requests placement end,439,1,Trans Female,TRUE,TRUE,19.99,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Short Term Foster,FALSE,FALSE,FALSE
9,Non binary,Asian/British Asian - Pakistani,0,FALSE,10,49,Kinship,5,1,05/01/2024 00:00,N/A,298,1,Trans Female,TRUE,FALSE,4.28,TRUE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,TRUE
15,Female,White - British,0,TRUE,17,48,Kinship,0,1,25/03/2025 00:00,Allegation (S47),1,1,Trans Female,TRUE,TRUE,3.69,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,FALSE
14,Female,White - British,0,FALSE,15,37,Adoption,3,1,22/06/2022 00:00,N/A,221,1,Non binary,TRUE,TRUE,13.86,TRUE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Adoption,FALSE,TRUE,FALSE
7,Female,Asian/British Asian - Pakistani,0,FALSE,8,56,Kinship,6,1,02/10/2023 00:00,N/A,711,1,Female,TRUE,FALSE,0.61,TRUE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,FALSE,FALSE,TRUE
7,Female,White - British,0,FALSE,17,53,Kinship,0,1,08/10/2022 00:00,N/A,200,1,Male,TRUE,TRUE,2.75,FALSE,N/A,8,N/A,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,TRUE,TRUE
4,Female,Asian/British Asian - Bangladeshi,0,TRUE,9,38,Fostering - Short Term,0,1,04/03/2025 00:00,Approval removed,89,1,Female,TRUE,TRUE,0.38,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,FALSE
2,Female,Asian/British Asian - Bangladeshi,0,FALSE,12,75,Fostering - Emergency,5,1,13/08/2022 00:00,N/A,140,1,Trans Female,TRUE,TRUE,2.88,FALSE,N/A,4,N/A,0,including Mainstream,White - Central European,Emergency Foster,FALSE,FALSE,TRUE
9,Female,White - Central European,0,FALSE,11,25,Kinship,5,1,27/09/2025 00:00,N/A,476,1,Non binary,TRUE,TRUE,1.48,FALSE,N/A,2,N/A,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,TRUE,TRUE
6,Female,Asian/British Asian - Pakistani,0,TRUE,14,51,Fostering - Short Term,0,1,18/05/2025 00:00,Approval removed,84,1,Male,TRUE,TRUE,45.99,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Residential,TRUE,FALSE,FALSE
16,Non binary,White - Central European,0,TRUE,17,38,Kinship,3,1,20/09/2025 00:00,Carer requests placement end due to child's behaviour,442,1,Trans Male,TRUE,TRUE,3.23,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,TRUE,FALSE
2,Male,White - British,0,TRUE,15,47,Kinship,6,1,23/09/2022 00:00,Child requests placement end,187,1,Trans Male,TRUE,TRUE,1.09,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,FALSE,TRUE
4,Trans Male,White - British,0,TRUE,16,47,Fostering - Short Term,3,1,04/09/2022 00:00,Approval removed,926,1,Female,TRUE,FALSE,2.43,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
16,Trans Male,White - British,0,TRUE,18,27,Fostering - Short Term,1,1,07/06/2025 00:00,Approval removed,104,1,Trans Female,TRUE,FALSE,1.43,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,FALSE,TRUE
1,Trans Male,Asian/British Asian - Pakistani,0,FALSE,17,32,Residential,2,1,21/04/2022 00:00,N/A,147,1,Trans Female,TRUE,FALSE,24.4,TRUE,N/A,0,N/A,0,including Mainstream,Black/Black British - African,Residential,TRUE,FALSE,FALSE
5,Female,White - Central European,0,FALSE,7,75,Kinship,3,1,08/01/2022 00:00,N/A,127,1,Non binary,TRUE,FALSE,1.83,FALSE,N/A,7,N/A,0,including Mainstream,White - Central European,Kinship,FALSE,TRUE,TRUE
1,Male,Asian/British Asian - Pakistani,0,TRUE,2,54,Kinship,4,1,23/05/2022 00:00,Allegation (S47),495,1,Male,TRUE,FALSE,7.22,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Special Guardianship,FALSE,FALSE,TRUE
17,Trans Male,White - British,0,TRUE,18,39,Kinship,3,1,05/06/2022 00:00,Allegation (S47),346,1,Male,FALSE,TRUE,1.84,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,TRUE
12,Male,White - British,0,FALSE,17,63,Kinship,4,1,18/06/2024 00:00,N/A,52,1,Male,FALSE,TRUE,3.64,FALSE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,TRUE
4,Female,White - British,0,TRUE,13,38,Kinship,2,1,15/09/2025 00:00,Carer requests placement end due to child's behaviour,262,1,Female,TRUE,FALSE,4.95,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,FALSE
4,Trans Male,Black/Black British - Caribbean,0,TRUE,17,44,Fostering - Short Term,3,1,11/04/2024 00:00,Approval removed,162,1,Female,TRUE,TRUE,11.09,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Long Term Foster,FALSE,TRUE,TRUE
5,Male,White - British,0,FALSE,8,36,Kinship,1,1,30/06/2023 00:00,N/A,438,1,Female,TRUE,TRUE,3.71,FALSE,N/A,8,N/A,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,FALSE
11,Male,Asian/British Asian - Pakistani,0,TRUE,14,52,Fostering - Short Term,0,1,19/12/2023 00:00,Approval removed,1,1,Male,TRUE,TRUE,4.1,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,TRUE,TRUE,TRUE
16,Male,White - British,0,TRUE,18,72,Fostering - Short Term,1,1,23/03/2022 00:00,Approval removed,90,1,Female,TRUE,FALSE,1.36,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Special Guardianship,FALSE,TRUE,FALSE
1,Female,White - British,0,FALSE,18,75,Kinship,2,1,01/02/2025 00:00,N/A,804,1,Trans Male,TRUE,FALSE,3.55,TRUE,N/A,0,N/A,0,including Mainstream,Gypsy,Kinship,FALSE,FALSE,FALSE
15,Trans Female,White - British,0,FALSE,17,68,Fostering - Short Term,6,1,06/03/2022 00:00,N/A,5,1,Male,TRUE,FALSE,10.18,FALSE,N/A,5,N/A,0,including Mainstream,Dual Heritage - Black/White,Short Term Foster,FALSE,FALSE,TRUE
6,Trans Female,White - British,0,FALSE,7,71,Kinship,1,1,30/03/2025 00:00,N/A,62,1,Trans Female,TRUE,FALSE,1.84,TRUE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,TRUE,TRUE
16,Male,Asian/British Asian - Pakistani,0,TRUE,18,49,Fostering - Short Term,6,1,26/04/2022 00:00,Carer requests placement end due to child's behaviour,208,1,Female,TRUE,TRUE,5.13,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Long Term Foster,TRUE,TRUE,TRUE
